web-scraper-order,web-scraper-start-url,link-pergunta,link-pergunta-href
"1590675611-540","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is something you aren't aware of until you know an INFP more personally/intimately?","https://www.quora.com/What-is-something-you-arent-aware-of-until-you-know-an-INFP-more-personally-intimately"
"1590675611-291","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you choose an exercise program as someone who works from home?","https://www.quora.com/How-do-you-choose-an-exercise-program-as-someone-who-works-from-home"
"1590675611-246","https://www.quora.com/profile/Vincent-Pisano-2/questions","What new skills have military members and personnel learned during quarantine?","https://www.quora.com/unanswered/What-new-skills-have-military-members-and-personnel-learned-during-quarantine"
"1590675611-568","https://www.quora.com/profile/Vincent-Pisano-2/questions","How did your children react when they went through all your sport and achievement trophies when you were a child that you had packed away?","https://www.quora.com/How-did-your-children-react-when-they-went-through-all-your-sport-and-achievement-trophies-when-you-were-a-child-that-you-had-packed-away"
"1590675611-583","https://www.quora.com/profile/Vincent-Pisano-2/questions","Which NHL player was the lowest draft pick to reach the Hockey Hall of Fame?","https://www.quora.com/Which-NHL-player-was-the-lowest-draft-pick-to-reach-the-Hockey-Hall-of-Fame"
"1590675611-358","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the ""BSK Pride"" tattoo that Undertaker has?","https://www.quora.com/What-is-the-meaning-of-the-BSK-Pride-tattoo-that-Undertaker-has"
"1590675611-294","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you know when a famous person is butt hurt?","https://www.quora.com/How-do-you-know-when-a-famous-person-is-butt-hurt"
"1590675611-421","https://www.quora.com/profile/Vincent-Pisano-2/questions","How many players do you think feel like Blake Snell and don't want to play for less? Do you agree with him?","https://www.quora.com/How-many-players-do-you-think-feel-like-Blake-Snell-and-dont-want-to-play-for-less-Do-you-agree-with-him"
"1590675611-736","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the Facebook care emoji, and what should a person type to use it?","https://www.quora.com/What-is-the-Facebook-care-emoji-and-what-should-a-person-type-to-use-it"
"1590675611-565","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are the pros and cons of the coronavirus emoji?","https://www.quora.com/unanswered/What-are-the-pros-and-cons-of-the-coronavirus-emoji"
"1590675611-359","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is Jersey Shore dead now?","https://www.quora.com/Is-Jersey-Shore-dead-now"
"1590675611-757","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is a good comment on TikTok?","https://www.quora.com/What-is-a-good-comment-on-TikTok"
"1590675611-253","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the most you've seen someone buy at a shop until you drop sale?","https://www.quora.com/What-is-the-most-youve-seen-someone-buy-at-a-shop-until-you-drop-sale"
"1590675611-683","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you save your PS5 from being hacked?","https://www.quora.com/How-do-you-save-your-PS5-from-being-hacked"
"1590675611-756","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""Ridin' roads"" by Dustin Lynch?","https://www.quora.com/unanswered/What-is-the-meaning-of-the-song-Ridin-roads-by-Dustin-Lynch"
"1590675611-750","https://www.quora.com/profile/Vincent-Pisano-2/questions","How does Google Duo work in PowerPoint presentations?","https://www.quora.com/unanswered/How-does-Google-Duo-work-in-PowerPoint-presentations"
"1590675611-677","https://www.quora.com/profile/Vincent-Pisano-2/questions","What NHL player would you be most sad to watch have a season of their prime taken away because the season was cancelled?","https://www.quora.com/What-NHL-player-would-you-be-most-sad-to-watch-have-a-season-of-their-prime-taken-away-because-the-season-was-cancelled"
"1590675611-161","https://www.quora.com/profile/Vincent-Pisano-2/questions","Should the MLB teams who choose not to pay their minor leaguers after June 1 be relocated? Why or why not?","https://www.quora.com/Should-the-MLB-teams-who-choose-not-to-pay-their-minor-leaguers-after-June-1-be-relocated-Why-or-why-not"
"1590675611-289","https://www.quora.com/profile/Vincent-Pisano-2/questions","What first lady fact made you think ""no wait, really""?","https://www.quora.com/What-first-lady-fact-made-you-think-no-wait-really"
"1590675611-532","https://www.quora.com/profile/Vincent-Pisano-2/questions","What was the greatest calendar month performance by a player in NHL history?","https://www.quora.com/unanswered/What-was-the-greatest-calendar-month-performance-by-a-player-in-NHL-history"
"1590675611-387","https://www.quora.com/profile/Vincent-Pisano-2/questions","What do failing children want from their parents?","https://www.quora.com/What-do-failing-children-want-from-their-parents"
"1590675611-341","https://www.quora.com/profile/Vincent-Pisano-2/questions","As a cop, what did a child do to demonstrate they weren't going far in life?","https://www.quora.com/As-a-cop-what-did-a-child-do-to-demonstrate-they-werent-going-far-in-life"
"1590675611-500","https://www.quora.com/profile/Vincent-Pisano-2/questions","What human body fact made you think ""no wait, really""?","https://www.quora.com/unanswered/What-human-body-fact-made-you-think-no-wait-really"
"1590675611-699","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""Hanging By a moment"" by Lifehouse?","https://www.quora.com/unanswered/What-is-the-meaning-of-the-song-Hanging-By-a-moment-by-Lifehouse"
"1590675611-408","https://www.quora.com/profile/Vincent-Pisano-2/questions","What do you think of WWE NXT's In Your House NXT Takeover?","https://www.quora.com/What-do-you-think-of-WWE-NXTs-In-Your-House-NXT-Takeover"
"1590675611-846","https://www.quora.com/profile/Vincent-Pisano-2/questions","Are you proud of getting a degree from South Trafford College?","https://www.quora.com/unanswered/Are-you-proud-of-getting-a-degree-from-South-Trafford-College"
"1590675611-364","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the unique backstory of the term ""going postal""?","https://www.quora.com/What-is-the-unique-backstory-of-the-term-going-postal"
"1590675611-530","https://www.quora.com/profile/Vincent-Pisano-2/questions","What was the greatest calendar month performance by a player in NFL history?","https://www.quora.com/What-was-the-greatest-calendar-month-performance-by-a-player-in-NFL-history"
"1590675611-744","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is NIO's stock symbol?","https://www.quora.com/What-is-NIOs-stock-symbol"
"1590675611-422","https://www.quora.com/profile/Vincent-Pisano-2/questions","Do you agree with Marcus Stroman that Mark Teixeira should return some of the money he earned during his MLB playing days?","https://www.quora.com/Do-you-agree-with-Marcus-Stroman-that-Mark-Teixeira-should-return-some-of-the-money-he-earned-during-his-MLB-playing-days"
"1590675611-774","https://www.quora.com/profile/Vincent-Pisano-2/questions","How many hours are animals awake in an average day?","https://www.quora.com/How-many-hours-are-animals-awake-in-an-average-day"
"1590675611-812","https://www.quora.com/profile/Vincent-Pisano-2/questions","What does ""Turbo user"" mean on Twitch?","https://www.quora.com/What-does-Turbo-user-mean-on-Twitch"
"1590675611-229","https://www.quora.com/profile/Vincent-Pisano-2/questions","Are people immoral when they are against re-opening their country?","https://www.quora.com/Are-people-immoral-when-they-are-against-re-opening-their-country"
"1590675611-469","https://www.quora.com/profile/Vincent-Pisano-2/questions","Who creates the most drama on The Challenge: Total Madness on MTV? Why?","https://www.quora.com/unanswered/Who-creates-the-most-drama-on-The-Challenge-Total-Madness-on-MTV-Why"
"1590675611-307","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you know when a world leader is butt hurt?","https://www.quora.com/unanswered/How-do-you-know-when-a-world-leader-is-butt-hurt"
"1590675611-625","https://www.quora.com/profile/Vincent-Pisano-2/questions","What fingers go on a tennis racket?","https://www.quora.com/What-fingers-go-on-a-tennis-racket"
"1590675611-157","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is it like to have a name normally associated with technology?","https://www.quora.com/What-is-it-like-to-have-a-name-normally-associated-with-technology"
"1590675611-450","https://www.quora.com/profile/Vincent-Pisano-2/questions","What popular company was a disappointment for you?","https://www.quora.com/unanswered/What-popular-company-was-a-disappointment-for-you"
"1590675611-571","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you claim lottery winnings during the coronavirus?","https://www.quora.com/How-do-you-claim-lottery-winnings-during-the-coronavirus"
"1590675611-729","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is the Assassin's Creed game series the video game version of the Fast and the Furious movie franchise? Why or why not?","https://www.quora.com/Is-the-Assassins-Creed-game-series-the-video-game-version-of-the-Fast-and-the-Furious-movie-franchise-Why-or-why-not"
"1590675611-560","https://www.quora.com/profile/Vincent-Pisano-2/questions","When will hair salons open in New York?","https://www.quora.com/When-will-hair-salons-open-in-New-York"
"1590675611-304","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you pin your comment to the top of a Twitch stream?","https://www.quora.com/How-do-you-pin-your-comment-to-the-top-of-a-Twitch-stream"
"1590675611-552","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is Alan Alda Italian?","https://www.quora.com/Is-Alan-Alda-Italian"
"1590675611-279","https://www.quora.com/profile/Vincent-Pisano-2/questions","What guideline do you think will be toughest for teachers and students to adhere to in order to re-open schools?","https://www.quora.com/What-guideline-do-you-think-will-be-toughest-for-teachers-and-students-to-adhere-to-in-order-to-re-open-schools"
"1590675611-641","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you assign a beneficiary to an Axos Bank account?","https://www.quora.com/How-do-you-assign-a-beneficiary-to-an-Axos-Bank-account"
"1590675611-477","https://www.quora.com/profile/Vincent-Pisano-2/questions","What sports fact made you think ""no wait, really""?","https://www.quora.com/What-sports-fact-made-you-think-no-wait-really"
"1590675611-829","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you fish with an N95 mask on?","https://www.quora.com/unanswered/How-do-you-fish-with-an-N95-mask-on"
"1590675611-332","https://www.quora.com/profile/Vincent-Pisano-2/questions","Are high salaries sometimes a handicap?","https://www.quora.com/Are-high-salaries-sometimes-a-handicap"
"1590675611-539","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you use Nintendo Switch controllers with Nintendo 3DS?","https://www.quora.com/Can-you-use-Nintendo-Switch-controllers-with-Nintendo-3DS"
"1590675611-179","https://www.quora.com/profile/Vincent-Pisano-2/questions","What reality show contestant could you not stand but everyone loved?","https://www.quora.com/unanswered/What-reality-show-contestant-could-you-not-stand-but-everyone-loved"
"1590675611-443","https://www.quora.com/profile/Vincent-Pisano-2/questions","What clothes should match with a blue hair color?","https://www.quora.com/What-clothes-should-match-with-a-blue-hair-color"
"1590675611-852","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you embed a TED Talk into a PowerPoint presentation?","https://www.quora.com/How-do-you-embed-a-TED-Talk-into-a-PowerPoint-presentation"
"1590675611-787","https://www.quora.com/profile/Vincent-Pisano-2/questions","What do you do when you forgot your Weibo username?","https://www.quora.com/unanswered/What-do-you-do-when-you-forgot-your-Weibo-username"
"1590675611-185","https://www.quora.com/profile/Vincent-Pisano-2/questions","What percentage of people are wearing N95 masks?","https://www.quora.com/What-percentage-of-people-are-wearing-N95-masks"
"1590675611-771","https://www.quora.com/profile/Vincent-Pisano-2/questions","How long did you take you/your spouse to stand confidently without clothes in front of your pets?","https://www.quora.com/How-long-did-you-take-you-your-spouse-to-stand-confidently-without-clothes-in-front-of-your-pets"
"1590675611-274","https://www.quora.com/profile/Vincent-Pisano-2/questions","What parenting advice did you swear you would never take but ended up taking and using anyway?","https://www.quora.com/What-parenting-advice-did-you-swear-you-would-never-take-but-ended-up-taking-and-using-anyway"
"1590675611-425","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is the OnlyFans business model supposed to have a person spend less than a movie?","https://www.quora.com/unanswered/Is-the-OnlyFans-business-model-supposed-to-have-a-person-spend-less-than-a-movie"
"1590675611-406","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is it like watching a game with no fans?","https://www.quora.com/unanswered/What-is-it-like-watching-a-game-with-no-fans"
"1590675611-252","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the most expensive Jasson Dominguez rookie card?","https://www.quora.com/unanswered/What-is-the-most-expensive-Jasson-Dominguez-rookie-card"
"1590675611-397","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is a video game that you swore you would never get into but ended up playing anyway?","https://www.quora.com/What-is-a-video-game-that-you-swore-you-would-never-get-into-but-ended-up-playing-anyway"
"1590675611-503","https://www.quora.com/profile/Vincent-Pisano-2/questions","Why did WWE have both the men's and women's Money In The Bank Ladder matches run simultaneously in 2020?","https://www.quora.com/Why-did-WWE-have-both-the-mens-and-womens-Money-In-The-Bank-Ladder-matches-run-simultaneously-in-2020"
"1590675611-575","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you see a history of profiles you've clicked on WeChat?","https://www.quora.com/Can-you-see-a-history-of-profiles-youve-clicked-on-WeChat"
"1590675611-534","https://www.quora.com/profile/Vincent-Pisano-2/questions","Did Roy Halladay have depression?","https://www.quora.com/Did-Roy-Halladay-have-depression"
"1590675611-617","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is the intention of samples to have a customer buy in that shopping trips more than future shopping trips?","https://www.quora.com/Is-the-intention-of-samples-to-have-a-customer-buy-in-that-shopping-trips-more-than-future-shopping-trips"
"1590675611-558","https://www.quora.com/profile/Vincent-Pisano-2/questions","Why do technology brands mean so much to people?","https://www.quora.com/Why-do-technology-brands-mean-so-much-to-people"
"1590675611-576","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you see a history of profiles you've clicked on Discord?","https://www.quora.com/Can-you-see-a-history-of-profiles-youve-clicked-on-Discord"
"1590675611-354","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you separate an athletes performance on the field from their personal conduct off the field? Or does their conduct off the field affect your view of them off the field?","https://www.quora.com/Can-you-separate-an-athletes-performance-on-the-field-from-their-personal-conduct-off-the-field-Or-does-their-conduct-off-the-field-affect-your-view-of-them-off-the-field"
"1590675611-721","https://www.quora.com/profile/Vincent-Pisano-2/questions","What kind of sausage patty does Wendy's use?","https://www.quora.com/unanswered/What-kind-of-sausage-patty-does-Wendys-use"
"1590675611-592","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you see a history of profiles you've clicked on Snapchat?","https://www.quora.com/Can-you-see-a-history-of-profiles-youve-clicked-on-Snapchat"
"1590675611-502","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you play Divinity: Original Sin 2 on the computer?","https://www.quora.com/Can-you-play-Divinity-Original-Sin-2-on-the-computer"
"1590675611-365","https://www.quora.com/profile/Vincent-Pisano-2/questions","What has the coronavirus taught you about adults?","https://www.quora.com/What-has-the-coronavirus-taught-you-about-adults"
"1590675611-494","https://www.quora.com/profile/Vincent-Pisano-2/questions","Why does it seem like there are less Instagram models and influencers during the coronavirus?","https://www.quora.com/unanswered/Why-does-it-seem-like-there-are-less-Instagram-models-and-influencers-during-the-coronavirus"
"1590675611-174","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do bananas help in the removal of dead skin?","https://www.quora.com/How-do-bananas-help-in-the-removal-of-dead-skin"
"1590675611-779","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you embed Tumblr into a PowerPoint presentation?","https://www.quora.com/unanswered/How-do-you-embed-Tumblr-into-a-PowerPoint-presentation"
"1590675611-245","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are the greatest ""chokes"" in movie history?","https://www.quora.com/What-are-the-greatest-chokes-in-movie-history"
"1590675611-806","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is Momo's stock symbol?","https://www.quora.com/unanswered/What-is-Momos-stock-symbol"
"1590675611-300","https://www.quora.com/profile/Vincent-Pisano-2/questions","Do Varo checking accounts have good savings percentages?","https://www.quora.com/unanswered/Do-Varo-checking-accounts-have-good-savings-percentages"
"1590675611-501","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is a 4-word question you should never ask an intern?","https://www.quora.com/unanswered/What-is-a-4-word-question-you-should-never-ask-an-intern"
"1590675611-805","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is Take-Two Interactive's stock symbol?","https://www.quora.com/unanswered/What-is-Take-Two-Interactives-stock-symbol"
"1590675611-160","https://www.quora.com/profile/Vincent-Pisano-2/questions","Does Ko-Fi have a limit of how many photos you can upload?","https://www.quora.com/unanswered/Does-Ko-Fi-have-a-limit-of-how-many-photos-you-can-upload"
"1590675611-347","https://www.quora.com/profile/Vincent-Pisano-2/questions","Why is the turnover of brand ambassadors so quick?","https://www.quora.com/unanswered/Why-is-the-turnover-of-brand-ambassadors-so-quick"
"1590675611-467","https://www.quora.com/profile/Vincent-Pisano-2/questions","What mental illness fact made you think ""no wait, really""?","https://www.quora.com/What-mental-illness-fact-made-you-think-no-wait-really"
"1590675611-288","https://www.quora.com/profile/Vincent-Pisano-2/questions","What video games most affected your teen years?","https://www.quora.com/What-video-games-most-affected-your-teen-years"
"1590675611-236","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is stupidity a pandemic?","https://www.quora.com/Is-stupidity-a-pandemic"
"1590675611-713","https://www.quora.com/profile/Vincent-Pisano-2/questions","What do you think of the Corona virus quarantine-themed version of the Whassup Budweiser commercial?","https://www.quora.com/unanswered/What-do-you-think-of-the-Corona-virus-quarantine-themed-version-of-the-Whassup-Budweiser-commercial"
"1590675611-820","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""The Drug in Me Is You"" by Falling In Reverse?","https://www.quora.com/unanswered/What-is-the-meaning-of-the-song-The-Drug-in-Me-Is-You-by-Falling-In-Reverse"
"1590675611-386","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are the pros and cons of Facebook Portal?","https://www.quora.com/What-are-the-pros-and-cons-of-Facebook-Portal"
"1590675611-833","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""Worry About Me"" by Ellie Goulding?","https://www.quora.com/unanswered/What-is-the-meaning-of-the-song-Worry-About-Me-by-Ellie-Goulding"
"1590675611-269","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are the differences between traditional online courses and online courses during quarantine?","https://www.quora.com/unanswered/What-are-the-differences-between-traditional-online-courses-and-online-courses-during-quarantine"
"1590675611-382","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is a Covid-19 tax? Is it legal for restaurants to charge this?","https://www.quora.com/What-is-a-Covid-19-tax-Is-it-legal-for-restaurants-to-charge-this"
"1590675611-799","https://www.quora.com/profile/Vincent-Pisano-2/questions","When did you realize that the coronavirus was the most ""Karen"" thing ever?","https://www.quora.com/unanswered/When-did-you-realize-that-the-coronavirus-was-the-most-Karen-thing-ever"
"1590675611-213","https://www.quora.com/profile/Vincent-Pisano-2/questions","Have any WWE Hall of Famers never won the WWE championship?","https://www.quora.com/Have-any-WWE-Hall-of-Famers-never-won-the-WWE-championship"
"1590675611-402","https://www.quora.com/profile/Vincent-Pisano-2/questions","What narcissism fact made you think ""no wait, really?""","https://www.quora.com/unanswered/What-narcissism-fact-made-you-think-no-wait-really"
"1590675611-327","https://www.quora.com/profile/Vincent-Pisano-2/questions","Why would a family member be asked for their DNA if their family member was a prisoner of war or soldier and died decades ago?","https://www.quora.com/Why-would-a-family-member-be-asked-for-their-DNA-if-their-family-member-was-a-prisoner-of-war-or-soldier-and-died-decades-ago"
"1590675611-745","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the Stitch Fix stock symbol?","https://www.quora.com/unanswered/What-is-the-Stitch-Fix-stock-symbol"
"1590675611-262","https://www.quora.com/profile/Vincent-Pisano-2/questions","Why don't pack and ship places have USPS as a shipping option?","https://www.quora.com/Why-dont-pack-and-ship-places-have-USPS-as-a-shipping-option"
"1590675611-638","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you tell someone you no longer want to watch their children or pets without being rude?","https://www.quora.com/How-do-you-tell-someone-you-no-longer-want-to-watch-their-children-or-pets-without-being-rude"
"1590675611-836","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you livestream TED Talks to Facebook Live?","https://www.quora.com/Can-you-livestream-TED-Talks-to-Facebook-Live"
"1590675611-423","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do random people tag you on a Facebook promotional post?","https://www.quora.com/How-do-random-people-tag-you-on-a-Facebook-promotional-post"
"1590675611-563","https://www.quora.com/profile/Vincent-Pisano-2/questions","What will Roy Horn be remembered for after his death?","https://www.quora.com/What-will-Roy-Horn-be-remembered-for-after-his-death"
"1590675611-293","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is a good size clothing to get a newborn baby as a gift?","https://www.quora.com/What-is-a-good-size-clothing-to-get-a-newborn-baby-as-a-gift"
"1590675611-376","https://www.quora.com/profile/Vincent-Pisano-2/questions","Should you wear an N95 mask and gloves when you test drive a car before buying it?","https://www.quora.com/Should-you-wear-an-N95-mask-and-gloves-when-you-test-drive-a-car-before-buying-it"
"1590675611-194","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the most bizarre animal that is still alive?","https://www.quora.com/What-is-the-most-bizarre-animal-that-is-still-alive"
"1590675611-221","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are the biggest ""chokes"" in book history?","https://www.quora.com/unanswered/What-are-the-biggest-chokes-in-book-history"
"1590675611-276","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is it better to stand out or lay low when meeting your girlfriend or boyfriend’s family for the first time?","https://www.quora.com/Is-it-better-to-stand-out-or-lay-low-when-meeting-your-girlfriend-or-boyfriend-s-family-for-the-first-time"
"1590675611-210","https://www.quora.com/profile/Vincent-Pisano-2/questions","How can someone sell a product online that they can't demonstrate in person?","https://www.quora.com/How-can-someone-sell-a-product-online-that-they-cant-demonstrate-in-person"
"1590675611-688","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""She Lit a Fire"" by Lord Huron?","https://www.quora.com/unanswered/What-is-the-meaning-of-the-song-She-Lit-a-Fire-by-Lord-Huron"
"1590675611-330","https://www.quora.com/profile/Vincent-Pisano-2/questions","What Kia models have manual transmission?","https://www.quora.com/What-Kia-models-have-manual-transmission"
"1590675611-840","https://www.quora.com/profile/Vincent-Pisano-2/questions","As a Gemini, who are your favorite musicians?","https://www.quora.com/As-a-Gemini-who-are-your-favorite-musicians"
"1590675611-696","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you run with an N95 mask on?","https://www.quora.com/How-do-you-run-with-an-N95-mask-on"
"1590675611-802","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""Snowchild"" by The Weeknd?","https://www.quora.com/unanswered/What-is-the-meaning-of-the-song-Snowchild-by-The-Weeknd"
"1590675611-399","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is there a way to see likes on Venmo?","https://www.quora.com/unanswered/Is-there-a-way-to-see-likes-on-Venmo"
"1590675611-765","https://www.quora.com/profile/Vincent-Pisano-2/questions","How did video games prepare someone for the coronavirus?","https://www.quora.com/How-did-video-games-prepare-someone-for-the-coronavirus"
"1590675611-598","https://www.quora.com/profile/Vincent-Pisano-2/questions","Who should play Andrew Cuomo in a movie?","https://www.quora.com/Who-should-play-Andrew-Cuomo-in-a-movie"
"1590675611-792","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""Gaslighter"" by the Dixie Chicks?","https://www.quora.com/What-is-the-meaning-of-the-song-Gaslighter-by-the-Dixie-Chicks"
"1590675611-440","https://www.quora.com/profile/Vincent-Pisano-2/questions","Does a person need to be on your friend list to join your Facebook Messenger room?","https://www.quora.com/unanswered/Does-a-person-need-to-be-on-your-friend-list-to-join-your-Facebook-Messenger-room"
"1590675611-715","https://www.quora.com/profile/Vincent-Pisano-2/questions","Why do makeup brands mean so much to people?","https://www.quora.com/Why-do-makeup-brands-mean-so-much-to-people"
"1590675611-378","https://www.quora.com/profile/Vincent-Pisano-2/questions","What does it tell you when there is blood in the center of the octagon for a UFC event as opposed to the outer ring near the fence?","https://www.quora.com/What-does-it-tell-you-when-there-is-blood-in-the-center-of-the-octagon-for-a-UFC-event-as-opposed-to-the-outer-ring-near-the-fence"
"1590675611-281","https://www.quora.com/profile/Vincent-Pisano-2/questions","Do you agree with Lana Del Rey's stance on double standards in the music industry? Why or why not?","https://www.quora.com/Do-you-agree-with-Lana-Del-Reys-stance-on-double-standards-in-the-music-industry-Why-or-why-not"
"1590675611-615","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the Facebook Oversight Board, and who is on it?","https://www.quora.com/unanswered/What-is-the-Facebook-Oversight-Board-and-who-is-on-it"
"1590675611-320","https://www.quora.com/profile/Vincent-Pisano-2/questions","What would you not do in Puerto Rico?","https://www.quora.com/What-would-you-not-do-in-Puerto-Rico"
"1590675611-764","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you make a smoothie in Ring Fit Adventure?","https://www.quora.com/unanswered/How-do-you-make-a-smoothie-in-Ring-Fit-Adventure"
"1590675611-368","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is Kevin Randleman UFC Hall of Fame worthy?","https://www.quora.com/Is-Kevin-Randleman-UFC-Hall-of-Fame-worthy"
"1590675611-176","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is Zynn legit or a scam?","https://www.quora.com/Is-Zynn-legit-or-a-scam"
"1590675611-606","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is Judy Mikovits a reliable source of information? Why or why not?","https://www.quora.com/unanswered/Is-Judy-Mikovits-a-reliable-source-of-information-Why-or-why-not"
"1590675611-409","https://www.quora.com/profile/Vincent-Pisano-2/questions","Would Degeneation X have existed and been as popular if they debuted in wrestling today?","https://www.quora.com/Would-Degeneation-X-have-existed-and-been-as-popular-if-they-debuted-in-wrestling-today"
"1590675611-663","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are the best face masks to swim in?","https://www.quora.com/unanswered/What-are-the-best-face-masks-to-swim-in"
"1590675611-561","https://www.quora.com/profile/Vincent-Pisano-2/questions","Do narcissists score high in disagreeableness?","https://www.quora.com/Do-narcissists-score-high-in-disagreeableness"
"1590675611-870","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you skateboard with an N95 mask on?","https://www.quora.com/How-do-you-skateboard-with-an-N95-mask-on"
"1590675611-394","https://www.quora.com/profile/Vincent-Pisano-2/questions","As a bowler, would you be okay with a bowling center asking you to clean all of your bowling equipment after every use? Why or why not?","https://www.quora.com/As-a-bowler-would-you-be-okay-with-a-bowling-center-asking-you-to-clean-all-of-your-bowling-equipment-after-every-use-Why-or-why-not"
"1590675611-250","https://www.quora.com/profile/Vincent-Pisano-2/questions","Will someone show as a ""friend"" on your Venmo when they have you blocked in their phones contact list?","https://www.quora.com/unanswered/Will-someone-show-as-a-friend-on-your-Venmo-when-they-have-you-blocked-in-their-phones-contact-list"
"1590675611-544","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is something you aren't aware of until you know an ENFJ more personally/intimately?","https://www.quora.com/What-is-something-you-arent-aware-of-until-you-know-an-ENFJ-more-personally-intimately"
"1590675611-711","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you transfer your Steam games to your PS5?","https://www.quora.com/How-do-you-transfer-your-Steam-games-to-your-PS5"
"1590675611-665","https://www.quora.com/profile/Vincent-Pisano-2/questions","How will the minds of children be affected by the Corona virus?","https://www.quora.com/How-will-the-minds-of-children-be-affected-by-the-Corona-virus"
"1590675611-427","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are the strangest travel equipment in the world?","https://www.quora.com/What-are-the-strangest-travel-equipment-in-the-world"
"1590675611-557","https://www.quora.com/profile/Vincent-Pisano-2/questions","Do cops score high in disagreeableness?","https://www.quora.com/Do-cops-score-high-in-disagreeableness"
"1590675611-430","https://www.quora.com/profile/Vincent-Pisano-2/questions","Are there any 3rd generation NHL families?","https://www.quora.com/Are-there-any-3rd-generation-NHL-families"
"1590675611-623","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the most versatile legal form of our time?","https://www.quora.com/unanswered/What-is-the-most-versatile-legal-form-of-our-time"
"1590675611-620","https://www.quora.com/profile/Vincent-Pisano-2/questions","When will gyms open in Virginia?","https://www.quora.com/unanswered/When-will-gyms-open-in-Virginia"
